id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,district,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price
826069085,20140903T000000,3,2.25,2080,50965,1,NO,suburb,normal,high,1590,490,1979,0,98077,47.7506,-122.063,460000
6383900090,20140904T000000,6,2.5,3760,12978,1,NO,suburb,normal,high,2360,1400,1967,0,98117,47.6976,-122.381,838300
8100000090,20141111T000000,3,2.5,1480,7200,2,NO,suburb,excellent,normal,1480,0,1995,0,98010,47.3126,-122.023,256000
7805450750,20150120T000000,3,2.75,3060,13554,2,NO,suburb,normal,luxury,3060,0,1984,0,98006,47.5609,-122.106,864000
148000705,20150305T000000,4,3.5,3070,4440,2,NO,suburb,normal,high,2030,1040,1922,2007,98116,47.5732,-122.411,900000
1432400490,20150401T000000,3,1,1170,7560,1,NO,suburb,normal,normal,1170,0,1958,0,98058,47.4514,-122.178,145600
7974200820,20140821T000000,5,3,2900,6730,1,NO,suburb,excellent,high,1830,1070,1977,0,98115,47.6784,-122.285,865000
8731951130,20140609T000000,3,2.25,2210,8000,2,NO,suburb,good,high,2210,0,1969,0,98023,47.3085,-122.381,250250
7227801955,20140919T000000,4,2,1440,7641,1,NO,suburb,good,low,1440,0,1943,0,98056,47.508,-122.183,162000
3558910490,20140731T000000,4,1.75,1980,7350,1,NO,suburb,normal,normal,1430,550,1973,0,98034,47.7088,-122.202,450000
324059112,20150325T000000,4,2.75,2060,21344,1,NO,suburb,notgood,high,1460,600,1978,0,98005,47.5934,-122.154,675500
2710600025,20141103T000000,3,2.25,2420,5304,1.5,NO,suburb,excellent,normal,1640,780,1947,0,98115,47.6765,-122.285,697000
7582700100,20141111T000000,3,3.25,3440,4080,2,NO,suburb,normal,high,2560,880,2005,0,98105,47.6644,-122.28,1.32E+06
3882300100,20141201T000000,3,1.75,1600,16510,1,NO,suburb,normal,high,1600,0,1984,0,98052,47.6601,-122.135,490000
3735900590,20141021T000000,3,2.25,2210,5742,1,NO,suburb,normal,high,1460,750,1951,0,98115,47.6891,-122.318,590000
5153200356,20150512T000000,4,1.75,2250,16000,1,NO,suburb,normal,high,1450,800,1957,0,98023,47.3303,-122.351,280000
7625702350,20140523T000000,2,1,1680,6500,1,NO,suburb,good,normal,1140,540,1941,0,98136,47.55,-122.388,515000
2755200090,20140714T000000,3,1,1140,5395,1,NO,suburb,good,normal,1010,130,1909,0,98115,47.6782,-122.306,576000
626059317,20141120T000000,3,1.75,1430,10574,2,NO,suburb,normal,normal,1430,0,1981,0,98011,47.7668,-122.218,375000
7199360090,20150320T000000,3,1,1440,7107,1,NO,suburb,good,normal,1000,440,1980,0,98052,47.6968,-122.124,478000
8651443480,20150128T000000,3,1,1670,5200,1,NO,suburb,excellent,normal,1030,640,1977,0,98042,47.3659,-122.092,282000
9359100750,20141031T000000,4,4.5,3080,10550,2,NO,city,normal,high,1940,1140,1976,2007,98040,47.5806,-122.244,1.40E+06
5561400740,20150210T000000,5,3.25,4300,50405,2,NO,suburb,normal,high,3220,1080,1972,0,98027,47.4615,-122,593500
1723099031,20141020T000000,4,3.5,3010,174240,2,NO,suburb,normal,high,3010,0,2004,0,98045,47.4775,-121.691,724950
7236500025,20140829T000000,3,1.75,1560,7500,1,NO,suburb,good,high,1560,0,1966,0,98056,47.489,-122.18,306000
2473411080,20140609T000000,4,1.75,1920,7665,1,NO,suburb,good,high,1500,420,1975,0,98058,47.4476,-122.128,341000
1773101335,20141103T000000,3,2.5,1400,4400,1,NO,suburb,normal,normal,1400,0,1930,2014,98106,47.553,-122.365,399950
9126100850,20141120T000000,5,2,2280,3600,2,NO,suburb,normal,normal,2280,0,1992,0,98122,47.6056,-122.305,534000
7202331220,20140721T000000,6,2.5,3880,5700,2,NO,suburb,normal,normal,3880,0,2003,0,98053,47.6816,-122.038,635000
5511600245,20150324T000000,2,1,1350,3880,1,NO,suburb,normal,normal,950,400,1927,0,98103,47.6842,-122.344,350000
1344300090,20150217T000000,3,1.5,1480,2700,1.5,NO,suburb,normal,normal,1480,0,1928,0,98112,47.623,-122.304,856000
9828702812,20140923T000000,4,3,1670,1189,3,NO,suburb,normal,high,1427,243,2000,0,98122,47.6182,-122.302,582000
3825310820,20140729T000000,4,2.5,3400,6742,2,NO,suburb,normal,high,3400,0,2004,0,98052,47.7067,-122.129,799000
7852040110,20140908T000000,3,2.5,2070,3986,2,NO,suburb,normal,high,2070,0,1999,0,98065,47.5348,-121.877,423700
6752500090,20150127T000000,4,3.5,4870,39190,2,NO,suburb,normal,luxury,4870,0,1995,0,98006,47.5447,-122.124,1.84E+06
3222079162,20140813T000000,3,2,1760,43575,1,NO,suburb,normal,normal,1160,600,1988,0,98010,47.3565,-121.94,322000
1025069192,20141105T000000,4,3.25,4030,57499,2,NO,suburb,normal,high,4030,0,2002,0,98053,47.6617,-122.026,929000
5101404608,20141201T000000,2,1,1130,5413,1,NO,suburb,normal,normal,880,250,1939,0,98115,47.6971,-122.315,443000
9477100490,20150424T000000,3,1.75,1510,7700,1,NO,suburb,normal,normal,1510,0,1968,0,98034,47.7283,-122.194,441500
324069015,20140708T000000,4,3.5,3110,108464,2,NO,subcity,good,high,3110,0,1979,0,98075,47.592,-122.018,875000
4114601570,20141118T000000,3,3.25,5020,12431,2,YES,mainStreet,normal,luxury,3420,1600,1941,2002,98144,47.5925,-122.287,3.60E+06
7920100025,20150427T000000,2,1,740,5100,1,NO,suburb,good,normal,740,0,1947,0,98115,47.6787,-122.301,450000
3275730110,20140908T000000,3,2.25,1630,10500,1,NO,suburb,normal,normal,1100,530,1974,0,98034,47.7176,-122.236,425000
7504030090,20140601T000000,4,1.75,2780,9900,2,NO,suburb,good,luxury,2780,0,1978,0,98074,47.6348,-122.06,660000
8813400405,20140616T000000,3,1.75,1990,5560,1,NO,suburb,good,normal,1100,890,1939,0,98105,47.664,-122.287,763101
1313300300,20150407T000000,4,2.75,2250,14149,2,NO,suburb,normal,high,2250,0,1992,0,98019,47.7353,-121.962,499000
8121610110,20150303T000000,3,1.75,1720,37363,1,NO,suburb,good,high,1350,370,1974,0,98053,47.6608,-122.035,521000
1820069019,20140529T000000,2,1,900,423838,1,NO,subcity,excellent,normal,900,0,1925,0,98022,47.228,-122.088,302000
9406450090,20150408T000000,4,2.25,2360,6260,2,NO,suburb,normal,normal,2360,0,1998,0,98038,47.3882,-122.053,293000
2619950490,20140712T000000,3,2.25,1530,4580,2,NO,suburb,normal,normal,1530,0,2011,0,98019,47.7342,-121.968,335000
1646500785,20141215T000000,2,1,1450,3090,2,NO,suburb,normal,normal,1450,0,1919,1987,98103,47.6853,-122.356,499000
1868901690,20150505T000000,3,1.75,2040,5000,1.5,NO,suburb,normal,normal,1780,260,1924,0,98115,47.6756,-122.299,600000
9542400025,20140916T000000,4,1.75,2620,11041,1.5,NO,suburb,good,high,2620,0,1962,0,98005,47.5975,-122.174,720000
2781270090,20150225T000000,2,2,1180,2553,2,NO,suburb,normal,normal,1180,0,2005,0,98038,47.3501,-122.02,195000
1665400165,20140507T000000,3,1,1110,8423,1,NO,suburb,normal,normal,1110,0,1952,0,98166,47.4718,-122.342,249000
1326069191,20150202T000000,3,,1840,9781,2,NO,suburb,normal,normal,1840,0,1989,0,98019,47.7347,-121.976,334000
381000110,20141107T000000,4,1.75,2720,7810,1,NO,suburb,normal,high,1510,1210,1952,0,98115,47.6788,-122.283,599950
3530530110,20150217T000000,2,1.75,1090,1950,1,NO,suburb,good,high,1090,0,1982,0,98198,47.3782,-122.319,149900
5210200107,20141125T000000,4,1.75,1730,6500,1,NO,suburb,normal,normal,1250,480,1945,0,98115,47.6982,-122.282,700000
1574100025,20140807T000000,4,1.5,1170,6240,1,NO,suburb,good,normal,1170,0,1960,0,98040,47.5495,-122.232,525000
2523069192,20140708T000000,4,3.75,4740,126759,2,NO,suburb,good,luxury,4740,0,1991,0,98027,47.4449,-121.979,1.05E+06
6706600090,20140508T000000,3,2.5,1960,8000,1,NO,suburb,good,normal,1290,670,1977,0,98034,47.7249,-122.178,402000
1994200031,20140620T000000,3,2,1430,3480,1,NO,suburb,normal,normal,980,450,1947,0,98103,47.6874,-122.336,450000
2523069156,20141203T000000,3,2.25,2510,43995,2,NO,suburb,normal,high,2510,0,1981,0,98027,47.4545,-121.988,520000
5029450850,20141204T000000,3,1.75,1420,6980,1,NO,suburb,excellent,normal,820,600,1980,0,98023,47.2873,-122.367,205000
2723069147,20140902T000000,3,2.25,2680,175982,1,NO,suburb,normal,high,2680,0,2004,0,98038,47.4487,-122.033,635000
3750605349,20150304T000000,3,1,1220,9600,1,NO,suburb,excellent,normal,1220,0,1958,0,98001,47.2622,-122.282,210500
9285800735,20140812T000000,2,1,1070,6100,1,NO,suburb,normal,normal,1070,0,1940,0,98126,47.5698,-122.377,406650
7574000100,20150408T000000,3,1.75,1580,19998,1,NO,suburb,good,normal,1580,0,1968,0,98010,47.3299,-122.046,350000
9212900100,20150423T000000,4,1.75,1820,6000,1,NO,suburb,normal,normal,930,890,1942,0,98115,47.6872,-122.296,425000
8651611130,20140605T000000,3,3.5,3590,6402,2,NO,suburb,normal,luxury,3590,0,1999,0,98074,47.6336,-122.063,798000
423059184,20141201T000000,3,1,1960,9583,2,NO,suburb,notgood,low,1960,0,1908,0,98056,47.505,-122.171,180000
5451200600,20140602T000000,5,3.25,3160,13238,2,NO,suburb,excellent,high,3160,0,1972,0,98040,47.5373,-122.224,1.25E+06
6300000378,20150303T000000,4,2,2030,4033,2,NO,suburb,good,normal,1630,400,1925,0,98133,47.7056,-122.342,435000
2570300090,20141126T000000,3,1.5,1240,15867,1,NO,suburb,normal,normal,1240,0,1962,0,98034,47.7167,-122.202,355000
9808100100,20150202T000000,5,3.25,5370,14091,2,NO,suburb,normal,luxury,3850,1520,1918,2008,98004,47.6499,-122.216,3.00E+06
4019300906,20140724T000000,5,2.5,2670,14455,2,NO,suburb,excellent,high,2670,0,1958,0,98155,47.7565,-122.284,685000
1023059223,20140725T000000,3,1,1640,12060,1,NO,suburb,good,normal,1640,0,1960,0,98059,47.4941,-122.151,311000
9320700090,20140911T000000,4,2.25,2130,9600,1,NO,suburb,good,normal,2130,0,1966,0,98031,47.4119,-122.211,305000
5700002460,20140725T000000,3,2.5,2550,4954,1.5,NO,suburb,good,normal,1850,700,1924,0,98144,47.5758,-122.287,675000
7598100735,20140829T000000,4,2.75,3630,15405,1,NO,subcity,good,high,1850,1780,1968,0,98040,47.566,-122.225,769000
2202500110,20140805T000000,3,1.5,1690,9708,1.5,NO,suburb,excellent,normal,1690,0,1954,0,98006,47.5732,-122.136,430000
726059395,20140923T000000,6,2,2390,8660,1.5,NO,suburb,good,normal,2390,0,1925,0,98011,47.7589,-122.216,516250
1455600015,20141212T000000,3,3.5,2350,10739,1,NO,subcity,excellent,normal,1340,1010,1940,0,98125,47.7288,-122.284,760000
9528101224,20141007T000000,3,3.5,1420,1217,2,NO,suburb,normal,high,1180,240,2003,0,98115,47.6827,-122.324,579950
6713100031,20150211T000000,3,2.25,1570,7187,1,NO,suburb,good,high,1170,400,1980,0,98133,47.7604,-122.356,476000
8677900123,20140612T000000,3,1.75,1600,19200,1,NO,suburb,good,normal,1600,0,1967,0,98034,47.7202,-122.249,510000
4302201130,20140508T000000,2,1,720,5040,1,NO,suburb,normal,normal,720,0,1955,0,98106,47.5267,-122.36,205000
1310800090,20141007T000000,3,1,1470,7350,1,NO,suburb,normal,normal,1470,0,1969,0,98032,47.3616,-122.286,240000
6117502727,20140902T000000,5,3.5,2790,16952,2,NO,subcity,normal,luxury,1970,820,1991,0,98166,47.4384,-122.347,738000
9324800110,20140728T000000,3,1.75,1720,8102,1,NO,suburb,excellent,normal,860,860,1940,0,98125,47.7336,-122.29,420000
8965000110,20141114T000000,3,1.75,1300,9600,1,NO,suburb,good,normal,1300,0,1969,0,98052,47.6388,-122.103,455000
5700001055,20140915T000000,4,1,2520,5500,1.5,NO,suburb,excellent,high,1820,700,1912,0,98144,47.5785,-122.292,765000
49500090,20141205T000000,4,1.5,1780,7914,1.5,NO,suburb,good,normal,1780,0,1962,0,98059,47.5142,-122.163,372000
3812400657,20141204T000000,3,1,1200,8360,1,NO,suburb,notgood,normal,1200,0,1948,0,98118,47.5414,-122.281,160000
2725069162,20140815T000000,4,2.5,2990,9643,2,NO,suburb,normal,high,2990,0,2003,0,98074,47.6292,-122.024,772000
4232400110,20141111T000000,5,1.75,1910,5640,2,NO,suburb,good,high,1910,0,1906,0,98112,47.6249,-122.311,1.13E+06
9521100586,20140524T000000,3,1,1370,3000,1.5,NO,suburb,normal,normal,1370,0,1924,0,98103,47.6619,-122.351,479000
7215721570,20150505T000000,3,2.5,1910,4941,2,NO,suburb,normal,high,1910,0,1999,0,98075,47.5989,-122.016,570000
3834000805,20140710T000000,4,1,1170,8147,1.5,NO,suburb,normal,normal,1170,0,1959,0,98125,47.7281,-122.289,350000
2274000026,20141101T000000,3,2.5,1250,864,3,NO,suburb,normal,high,1250,0,2004,0,98115,47.6978,-122.318,353000
5103300090,20140801T000000,5,2.5,3340,24755,2,NO,suburb,normal,luxury,3340,0,2002,0,98038,47.4565,-122.066,699000
9558200025,20140730T000000,3,2,1380,8536,2,NO,suburb,good,normal,1380,0,1955,0,98148,47.4374,-122.335,265000
8649401270,20150430T000000,1,1,780,10235,1.5,NO,suburb,normal,normal,780,0,1989,0,98014,47.713,-121.315,167000
686200740,20141020T000000,4,2.25,2080,8000,1,NO,suburb,normal,high,1390,690,1964,0,98008,47.6264,-122.113,500000
7658600025,20140709T000000,3,1,1410,7200,2,NO,suburb,good,normal,1410,0,1901,0,98144,47.5924,-122.302,700000
3702900165,20141104T000000,1,1,520,5600,1,NO,suburb,normal,normal,520,0,1918,0,98116,47.5579,-122.395,295000
7977201240,20150311T000000,4,3.5,3500,4080,2,NO,subcity,normal,high,2590,910,2004,0,98115,47.6834,-122.292,1.01E+06
8651410090,20150508T000000,2,1,840,5265,1,NO,suburb,excellent,normal,840,0,1969,0,98042,47.3644,-122.082,209000
3750603732,20150128T000000,3,1.75,2240,9200,1,NO,suburb,good,normal,1440,800,1968,0,98001,47.2635,-122.284,276000
1023059429,20150122T000000,4,2.5,2100,5857,2,NO,suburb,normal,high,2100,0,2002,0,98059,47.4956,-122.163,380000
2412100025,20140606T000000,3,1.5,1750,12500,1,NO,suburb,normal,normal,1150,600,1954,0,98024,47.5666,-121.902,315000
203600600,20150310T000000,4,2.5,3130,60467,2,NO,suburb,normal,high,3130,0,1996,0,98014,47.6618,-121.962,685530
2021069059,20140626T000000,3,2,1470,20000,1,NO,suburb,good,normal,1470,0,1968,0,98002,47.2973,-122.08,254600
7227501645,20140603T000000,3,2,1440,5600,1,NO,suburb,good,normal,720,720,1942,2007,98056,47.4947,-122.185,230000
4310702787,20140717T000000,3,3,1430,1249,3,NO,suburb,normal,high,1430,0,2003,0,98103,47.6971,-122.34,335000
1494300110,20140603T000000,4,2.5,2170,9600,1,NO,suburb,normal,normal,1460,710,1980,0,98052,47.6789,-122.116,550000
1950900245,20141226T000000,3,1,1150,8050,1.5,NO,suburb,good,normal,1150,0,1956,0,98032,47.374,-122.296,123300
3512100110,20140902T000000,4,2.75,2170,9658,1.5,NO,suburb,normal,normal,2170,0,1966,0,98030,47.3741,-122.189,275436
8732750100,20140525T000000,4,3.5,2630,3435,1.5,NO,city,normal,normal,1640,990,1984,0,98188,47.4355,-122.272,325000
1332000110,20140725T000000,4,2.5,2490,40608,2,NO,suburb,normal,high,2490,0,1997,0,98053,47.6507,-122.004,635000
2768100690,20150423T000000,3,1.75,1710,5000,1,NO,suburb,good,normal,1110,600,1944,0,98107,47.6689,-122.37,513000
7525410090,20140708T000000,4,2.5,2130,35752,1,NO,suburb,normal,high,1490,640,1980,0,98075,47.5748,-122.031,580000
9558800025,20150429T000000,3,1,940,9272,1,NO,suburb,normal,normal,940,0,1954,0,98148,47.4353,-122.335,225000
2788400315,20140922T000000,3,1,1400,9460,1,NO,suburb,normal,normal,1060,340,1961,0,98168,47.5119,-122.321,265000
7128300855,20141014T000000,4,1.75,1630,3000,1,NO,suburb,normal,normal,930,700,1978,0,98144,47.5961,-122.305,313000
7655900038,20150414T000000,2,1,1370,8400,1,NO,suburb,normal,normal,1370,0,1948,0,98133,47.7344,-122.336,296000
7923500090,20141020T000000,4,2.75,2380,15800,1,NO,suburb,normal,high,1680,700,1957,2001,98007,47.5929,-122.133,655500
3339900096,20141210T000000,5,1.75,2140,12058,1,NO,suburb,good,high,2140,0,1951,0,98002,47.3167,-122.214,250750
5214500690,20140904T000000,4,2.5,1970,8545,2,NO,suburb,normal,high,1970,0,2004,0,98059,47.4893,-122.138,438000
4045900147,20140801T000000,3,2.75,2550,54014,2,NO,suburb,good,high,1980,570,1967,0,98072,47.7596,-122.117,590000
6450302900,20141006T000000,3,1,1080,5250,1,NO,suburb,good,normal,1080,0,1947,0,98133,47.7309,-122.336,329500
2597460090,20150316T000000,3,2.25,3070,9645,2,NO,suburb,normal,luxury,2110,960,1987,0,98006,47.5522,-122.144,1.20E+06
2770601595,20150320T000000,2,1,1470,6000,1,NO,suburb,normal,normal,900,570,1944,0,98199,47.6527,-122.386,415000
4188000490,20140922T000000,4,2.5,3620,42580,2,NO,suburb,normal,luxury,3620,0,1984,0,98052,47.7204,-122.115,900000
1324079085,20150504T000000,3,1.5,1050,57499,1,NO,suburb,normal,normal,1050,0,1975,0,98024,47.5602,-121.86,378000
1720069006,20140812T000000,2,1,1050,403365,1,NO,city,excellent,normal,1050,0,1905,0,98022,47.2221,-122.059,474000
1947300115,20140619T000000,3,1,1320,3625,2,NO,suburb,normal,normal,1320,0,1900,0,98122,47.6049,-122.288,464000
5490700100,20141208T000000,3,1,1210,7649,1,NO,suburb,good,normal,1210,0,1956,0,98155,47.7693,-122.32,310000
7278100690,20140918T000000,3,1.5,1860,7190,2,NO,normal,excellent,normal,1860,0,1952,0,98177,47.7716,-122.392,580000
2322029048,20141119T000000,3,2.75,2830,505166,1,YES,city,good,high,1830,1000,1962,0,98070,47.3782,-122.514,999000
6821102100,20150317T000000,2,1,810,6480,1,NO,suburb,excellent,normal,810,0,1942,0,98199,47.6493,-122.398,510000
3176100110,20140506T000000,3,1.5,1630,7475,1,NO,normal,normal,normal,1160,470,1940,0,98115,47.6725,-122.272,650000
2188200785,20140912T000000,3,1,880,19600,1,NO,suburb,good,normal,880,0,1978,0,98023,47.2707,-122.34,196000
1446801030,20140822T000000,4,1.75,1660,11664,1,NO,suburb,normal,normal,1010,650,1952,0,98168,47.4943,-122.331,220000
8965520100,20141008T000000,3,2.25,3440,10628,2,NO,subcity,normal,luxury,3440,0,1985,0,98006,47.5647,-122.108,855000
3649100586,20140829T000000,3,1.75,2110,10454,1,NO,suburb,good,high,1440,670,1978,0,98028,47.7344,-122.246,483000
7283900153,20150407T000000,3,1,1060,12000,1,NO,suburb,normal,normal,1060,0,1952,0,98133,47.7703,-122.35,400000
1036100100,20140702T000000,3,2.5,1900,7984,2,NO,suburb,normal,high,1900,0,1993,0,98011,47.7433,-122.194,435000
3278602670,20140930T000000,1,1,820,1060,1,NO,suburb,normal,high,760,60,2007,0,98126,47.5473,-122.371,219500
3625049014,20140829T000000,4,3.5,4860,23885,2,NO,suburb,normal,luxury,4860,0,1996,0,98039,47.6172,-122.23,2.95E+06
7276100165,20140916T000000,3,2.5,2050,3218,3,NO,suburb,normal,normal,2050,0,2008,0,98133,47.7612,-122.344,427000
9136103130,20141201T000000,2,1.5,1090,4013,1.5,NO,suburb,normal,normal,1090,0,1900,0,98103,47.6652,-122.338,430000
9136103130,20150512T000000,2,1.5,1090,4013,1.5,NO,suburb,normal,normal,1090,0,1900,0,98103,47.6652,-122.338,685000
1193000025,20140903T000000,2,1.5,1920,6250,1,NO,suburb,normal,normal,1060,860,1937,0,98199,47.6497,-122.393,495000
2744000100,20140625T000000,3,2.5,1870,7942,2,NO,suburb,normal,normal,1870,0,1990,0,98001,47.342,-122.279,299950
3744600028,20141121T000000,4,1.75,2690,46609,1.5,NO,suburb,normal,normal,2690,0,1940,0,98146,47.4951,-122.352,390000
3679400025,20140812T000000,3,1.75,2160,5863,1.5,NO,suburb,good,normal,1260,900,1928,0,98144,47.5729,-122.315,385000
9545260100,20140625T000000,4,2.5,3000,10392,2,NO,suburb,normal,high,3000,0,1995,0,98027,47.535,-122.049,740000
375000165,20140723T000000,4,3,2290,2350,2,NO,normal,normal,high,1610,680,1924,2011,98116,47.574,-122.415,991700
4003000053,20140813T000000,3,2.75,2250,9600,2.5,NO,suburb,good,high,1830,420,1909,1991,98122,47.6033,-122.287,765000
7855600820,20140904T000000,4,2.25,2130,8734,2,NO,subcity,good,high,2130,0,1961,0,98006,47.5672,-122.161,802000
3860400100,20141121T000000,4,2.75,2500,20000,1,NO,suburb,good,high,1700,800,1969,0,98004,47.5901,-122.198,950000
121059147,20141104T000000,4,2.5,2300,41167,2,NO,suburb,normal,normal,2300,0,1988,0,98042,47.3412,-122.108,392000
825079019,20141203T000000,3,2.5,3360,218235,1,NO,suburb,normal,high,3360,0,1989,0,98014,47.6601,-121.946,590000
123039313,20150410T000000,4,2.5,1920,9000,2,NO,suburb,notgood,normal,1920,0,1989,0,98126,47.5153,-122.37,425000
7784000110,20140722T000000,5,1.75,2440,15143,1.5,NO,mainStreet,good,high,1740,700,1944,0,98146,47.4948,-122.37,765000
8835220090,20140807T000000,3,2.25,1440,3488,2,NO,suburb,good,normal,1440,0,1983,0,98034,47.7257,-122.162,313500
6381501636,20140820T000000,3,1,1780,6840,2,NO,suburb,good,normal,1780,0,1947,0,98125,47.727,-122.3,320000
1370804446,20150210T000000,4,1.75,1490,4485,1,NO,suburb,normal,high,1350,140,1960,0,98199,47.6388,-122.399,604000
9828701871,20150212T000000,3,2,1400,1657,2,NO,suburb,normal,high,1060,340,2004,0,98112,47.6196,-122.298,570000
3396200090,20140520T000000,4,2.5,2150,12028,2,NO,suburb,good,high,2150,0,1982,0,98052,47.7224,-122.101,639000
1463400047,20140822T000000,4,2,1910,10200,1,NO,suburb,good,normal,1910,0,1963,0,98059,47.4804,-122.133,335000
8825900855,20141014T000000,4,1.75,2660,3520,2,NO,suburb,good,high,2080,580,1917,0,98115,47.6743,-122.308,896000
7147600245,20140627T000000,3,1.75,1650,12349,1,NO,suburb,normal,normal,1650,0,1957,0,98188,47.442,-122.282,259500
5071400485,20140807T000000,3,2,1980,6000,1,NO,suburb,good,normal,1380,600,1958,0,98115,47.6921,-122.283,637000
8732040090,20150506T000000,4,2.75,2690,8874,1,NO,suburb,normal,high,1370,1320,1980,0,98023,47.3078,-122.383,307450
8082400100,20140825T000000,3,1.75,1380,3561,1,NO,suburb,good,normal,860,520,1925,0,98117,47.6822,-122.399,535000
546000930,20140630T000000,4,2.25,2500,4046,1.5,NO,suburb,good,normal,1520,980,1940,0,98117,47.6882,-122.382,
1665400025,20141028T000000,3,1.75,1590,7148,1,NO,suburb,normal,normal,1590,0,1952,0,98166,47.4713,-122.344,259000
9187200245,20141231T000000,4,1.5,1100,3300,1,NO,suburb,poor,normal,1100,0,1919,0,98122,47.6033,-122.295,441000
2123700015,20150512T000000,4,2.5,1470,1612,2,NO,suburb,normal,normal,980,490,2003,0,98118,47.5275,-122.271,228800
8682291730,20140513T000000,2,2,1680,4950,1,NO,suburb,normal,high,1680,0,2006,0,98053,47.7194,-122.022,530000
5318100504,20140728T000000,2,,1450,2272,1,NO,suburb,good,normal,750,700,1924,0,98112,47.633,-122.282,524000
9297800165,20141211T000000,4,2.25,2020,4840,1.5,NO,suburb,excellent,high,1200,820,1925,0,98126,47.5576,-122.376,430000
1342300265,20141001T000000,4,3.25,2470,4760,1.5,NO,suburb,excellent,high,1890,580,1906,0,98112,47.6331,-122.31,1.33E+06
2212901130,20141103T000000,3,1,1230,12201,1,NO,suburb,normal,normal,1230,0,1969,0,98042,47.3285,-122.134,210000
8122100690,20140623T000000,4,2.5,1850,5040,1,NO,suburb,normal,normal,1230,620,1930,2013,98126,47.5386,-122.373,449000
148000375,20140619T000000,2,2.5,2540,7089,2,NO,suburb,normal,high,2540,0,2004,0,98116,47.5747,-122.414,945000
3423049209,20150318T000000,3,1,970,9130,1,NO,suburb,normal,normal,970,0,1957,0,98188,47.4369,-122.272,200450
16000015,20150417T000000,3,1.5,1070,6601,1,NO,suburb,normal,normal,1070,0,1985,0,98002,47.3115,-122.209,219950
4035900015,20140619T000000,4,3,2620,18362,1,NO,suburb,good,high,1870,750,1956,0,98006,47.5646,-122.184,659500
8563010300,20141126T000000,4,2.75,2110,8190,1.5,NO,suburb,excellent,high,2110,0,1966,0,98008,47.6269,-122.1,746000
3396200300,20150331T000000,3,1.75,2110,7129,1,NO,suburb,normal,high,1280,830,1982,0,98052,47.7219,-122.102,540000
2291401425,20140910T000000,5,2,1910,5508,1,NO,suburb,normal,normal,1020,890,1968,0,98133,47.7074,-122.349,485000
7454000110,20150127T000000,2,1,670,7844,1,NO,suburb,normal,normal,670,0,1942,0,98126,47.5165,-122.372,202000
3377900195,20140929T000000,4,5.5,6930,45100,1,NO,suburb,good,luxury,4310,2620,1950,1991,98006,47.5547,-122.144,2.53E+06
3824100082,20150401T000000,3,2.75,2010,11200,1,NO,suburb,normal,high,1360,650,1979,0,98028,47.7728,-122.253,502000
3751604169,20150224T000000,2,2.75,1770,10534,1,NO,suburb,normal,high,1210,560,2003,0,98001,47.2773,-122.276,279000
6431500283,20141117T000000,3,1,1340,4120,1,NO,suburb,good,normal,1040,300,1921,0,98103,47.6916,-122.352,409500
6647400090,20140702T000000,3,2,1660,15050,1,NO,suburb,normal,normal,1260,400,1983,0,98034,47.7203,-122.194,453000
7387500195,20150227T000000,4,1,1820,5500,1.5,NO,suburb,normal,normal,1820,0,1947,0,98106,47.5185,-122.363,367000
3342101785,20140523T000000,3,2.5,2510,5400,2,NO,suburb,normal,high,2510,0,1992,0,98056,47.5204,-122.206,550000
9320600090,20150127T000000,3,1.5,1560,8314,1,NO,suburb,normal,normal,1560,0,1962,0,98031,47.4117,-122.209,273500
8901001185,20141007T000000,4,3,2280,7400,1,NO,suburb,normal,normal,1340,940,1978,0,98125,47.711,-122.306,505000
825069097,20140619T000000,3,2.5,2650,40705,2,NO,suburb,normal,high,2650,0,1994,0,98053,47.668,-122.063,770000
7745000090,20140509T000000,4,2.25,2470,7447,2,NO,suburb,normal,high,2470,0,1984,0,98155,47.7514,-122.286,565000
1771110090,20140820T000000,3,0.75,1270,10092,1,NO,suburb,excellent,normal,1270,0,1971,0,98077,47.7567,-122.073,316000
7888100090,20140925T000000,4,1,1520,7298,1.5,NO,suburb,normal,normal,1520,0,1960,0,98198,47.3706,-122.31,160000
5083000375,20141027T000000,3,1,1310,9529,1,NO,suburb,normal,normal,1310,0,1956,0,98198,47.4105,-122.295,170000
5083000375,20150319T000000,3,1,1310,9529,1,NO,suburb,normal,normal,1310,0,1956,0,98198,47.4105,-122.295,235000
1329000090,20141219T000000,4,3.5,3930,39098,2,NO,suburb,normal,luxury,3930,0,1999,0,98005,47.6399,-122.158,1.80E+06
8143000600,20140918T000000,3,1,990,7050,1,NO,suburb,normal,normal,990,0,1967,0,98034,47.7274,-122.202,310000
2144800215,20140519T000000,4,1.75,2080,13629,1,NO,suburb,good,normal,1040,1040,1955,0,98178,47.4866,-122.232,285000
9268200658,20140604T000000,2,1,960,4920,1,NO,suburb,normal,normal,960,0,1942,0,98117,47.6946,-122.362,280000
5452301785,20150218T000000,4,4.25,4070,13860,2,NO,city,normal,luxury,4070,0,2004,0,98040,47.59,-122.229,2.30E+06
1137500090,20140814T000000,4,2.5,2750,16139,2,NO,suburb,normal,high,2750,0,1989,0,98075,47.5843,-122.06,763776
